,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
487,Institution of Chemical Engineers,25,318.0,12.72,"1. Mechanothermal synthesis of Ag/TiO2 for photocatalytic methyl orange degradation and hydrogen production (96.0 cites)
2. Technological Applications of Honeycomb Monoliths in Environmental Processes: A review (38.0 cites)
3. Identification of carotenoids and chlorophylls from green algae Chlorococcum humicola and extraction by liquefied dimethyl ether (24.0 cites)"
671,Lancet Publishing Group,8,306.0,38.25,"1. Parkinson's disease in the Western Pacific Region (102.0 cites)
2. Anti-influenza hyperimmune intravenous immunoglobulin for adults with influenza A or B infection (FLU-IVIG): a double-blind, randomised, placebo-controlled trial (93.0 cites)
3. Efficacy and safety of oral panobinostat plus subcutaneous bortezomib and oral dexamethasone in patients with relapsed or relapsed and refractory multiple myeloma (PANORAMA 3): an open-label, randomised, phase 2 study (36.0 cites)"
87,American Society of Clinical Oncology,6,301.0,50.166666666666664,"1. Results of a Randomized, Double-Blind, Placebo-Controlled, Phase III Trial of Trifluridine/Tipiracil (TAS-102) Monotherapy in Asian Patients With Previously Treated Metastatic Colorectal Cancer: The TERRA Study (139.0 cites)
2. Sustained progression-free survival benefit of rituximab maintenance in patients with follicular lymphoma: Long-term results of the PRIMA study (131.0 cites)
3. Cervical cancer-associated suffering: Estimating the palliative care needs of a highly vulnerable population (13.0 cites)"
279,Dove Medical Press Ltd.,24,289.0,12.041666666666666,"1. A game-based neurofeedback training system to enhance cognitive performance in healthy elderly subjects and in patients with amnestic mild cognitive impairment (47.0 cites)
2. Multilocus sequence typing and blaESBL characterization of extended-spectrum beta-lactamase-producing escherichia coli isolated from healthy humans and swine in Northern Thailand (31.0 cites)
3. Doxorubicin-conjugated dexamethasone induced MCF-7 apoptosis without entering the nucleus and able to overcome MDR-1-induced resistance (25.0 cites)"
52,American Association for the Advancement of Science,8,282.0,35.25,"1. CRISPR-mediated activation of a promoter or enhancer rescues obesity caused by haploinsufficiency (171.0 cites)
2. Abundant HIV-infected cells in blood and tissues are rapidly cleared upon ART initiation during acute HIV infection (52.0 cites)
3. On the glacial-interglacial variability of the Asian monsoon in speleothem δ18O records (40.0 cites)"
1080,Wiley-Blackwell,31,278.0,8.96774193548387,"1. Factors contributing to managerial competence of first-line nurse managers: A systematic review (36.0 cites)
2. Immediate and long-term effects of a very-low-calorie diet on diabetes remission and glycemic control in obese Thai patients with type 2 diabetes mellitus (28.0 cites)
3. Memory T cell subsets in healthy gingiva and periodontitis tissues (25.0 cites)"
159,Bentham Science Publishers,35,274.0,7.828571428571428,"1. Gut dysbiosis dysregulates central and systemic homeostasis via subop-timal mitochondrial function: Assessment, treatment and classification implications (61.0 cites)
2. Why should psychiatrists and neuroscientists worry about paraoxonase 1? (30.0 cites)
3. Inflammation and mitochondrial dysfunction in autism spectrum disorder (29.0 cites)"
323,Elsevier Masson SAS,22,265.0,12.045454545454545,"1. Cannabis use and suicide attempts among 86,254 adolescents aged 12–15 years from 21 low- and middle-income countries (62.0 cites)
2. IL-10 is associated with increased mu-opioid receptor levels in major depressive disorder (27.0 cites)
3. A prebiotic fructo-oligosaccharide promotes tight junction assembly in intestinal epithelial cells via an AMPK-dependent pathway (27.0 cites)"
955,Springer-Verlag Wien,8,265.0,33.125,"1. An origami paper-based electrochemical immunoassay for the C-reactive protein using a screen-printed carbon electrode modified with graphene and gold nanoparticles (77.0 cites)
2. A nanocomposite prepared from platinum particles, polyaniline and a Ti3C2 MXene for amperometric sensing of hydrogen peroxide and lactate (61.0 cites)
3. Anodic stripping voltammetric determination of total arsenic using a gold nanoparticle-modified boron-doped diamond electrode on a paper-based device (56.0 cites)"
221,Chinese Academy of Sciences,11,254.0,23.09090909090909,"1. A new design equation for drained stability of conical slopes in cohesive-frictional soils (48.0 cites)
2. Undrained stability of a spherical cavity in cohesive soils using finite element limit analysis (43.0 cites)
3. Heterogeneous photocatalytic degradation of diuron on zinc oxide: Influence of surface-dependent adsorption on kinetics, degradation pathway, and toxicity of intermediates (36.0 cites)"
1083,Wiley-Liss Inc.,16,246.0,15.375,"1. Williams–Beuren syndrome in diverse populations (50.0 cites)
2. Cornelia de Lange syndrome in diverse populations (33.0 cites)
3. An analysis of white-handed gibbon male song reveals speech-like phrases (25.0 cites)"
240,Churchill Livingstone,41,245.0,5.975609756097561,"1. Accuracy of implant position when placed using static computer-assisted implant surgical guides manufactured with two different optical scanning techniques: a randomized clinical trial (31.0 cites)
2. A randomized controlled study of dose-finding, efficacy, and safety of mulberry leaves on glycemic profiles in obese persons with borderline diabetes (30.0 cites)
3. Effects of Qigong practice in office workers with chronic non-specific low back pain: A randomized control trial (25.0 cites)"
124,Association for Computing Machinery,152,238.0,1.5657894736842106,"1. Deep multispectral painting reproduction via multi-layer, custom-ink printing (14.0 cites)
2. Acne detection with deep neural networks (12.0 cites)
3. Cloud Accounting Adoption in Small and Medium Enterprises: An Integrated Conceptual Framework: Five factors of determinant were identified by integrated Technology-Organization-Environment (TOE) framework, Diffusion of Innovation (DOI), Institutional Theory (INT) and extended factors. (10.0 cites)"
1088,Wolters Kluwer Medknow Publications,66,234.0,3.5454545454545454,"1. Imported cases of 2019-novel coronavirus (2019-nCoV) infections in Thailand: Mathematical modelling of the outbreak (32.0 cites)
2. Quality evaluation of Kaempferia parviflora rhizome with reference to 5,7-dimethoxyflavone (16.0 cites)
3. Neurological prognostications for the therapeutic hypothermia among comatose survivors of cardiac arrest (12.0 cites)"
232,Chulalognkorn University,130,229.0,1.7615384615384615,"1. Review on the suppression of Zn dendrite for high performance of Zn ion battery (18.0 cites)
2. A critical review of eggshell waste: An effective source of hydroxyapatite as photocatalyst (17.0 cites)
3. A study of microcrystalline cellulose prepared from parawood (Hevea brasiliensis) sawdust waste using different acid types (15.0 cites)"
749,National Taiwan University,12,224.0,18.666666666666668,"1. Mushroom-derived bioactive compounds potentially serve as the inhibitors of SARS-CoV-2 main protease: An in silico approach (57.0 cites)
2. Anti-COVID-19 drug candidates: A review on potential biological activities of natural products in the management of new coronavirus infection (39.0 cites)
3. Bacopa monnieri (L.) wettst. Extract protects against glutamate toxicity and increases the longevity of Caenorhabditis elegans (28.0 cites)"
790,PeerJ Inc.,42,217.0,5.166666666666667,"1. Distribution of phylogenetic groups, adhesin genes, biofilm formation, and antimicrobial resistance of uropathogenic Escherichia coli isolated from hospitalized patients in Thailand (18.0 cites)
2. Production and purification of mannan oligosaccharide with epithelial tight junction enhancing activity (17.0 cites)
3. Respiratory syncytial virus, human metapneumovirus, and influenza virus infection in Bangkok, 2016-2017 (15.0 cites)"
468,Institute for Ionics,29,214.0,7.379310344827586,"1. Search for production of four top quarks in final states with same-sign or multiple leptons in proton–proton collisions at √s=13TeV (73.0 cites)
2. Search for dark matter produced in association with a leptonically decaying Z boson in proton–proton collisions at √s=13Te (33.0 cites)
3. A multi-dimensional search for new heavy resonances decaying to boosted WW , WZ , or ZZ boson pairs in the dijet final state at 13 Te (32.0 cites)"
208,Centers for Disease Control and Prevention (CDC),12,213.0,17.75,"1. Zoonotic vectorborne pathogens and ectoparasites of dogs and cats in eastern and Southeast Asia (60.0 cites)
2. Clinical Characteristics of Patients Hospitalized with Coronavirus Disease, Thailand (55.0 cites)
3. Enterovirus A71 infection, Thailand, 2017 (29.0 cites)"
86,American Society of Civil Engineers (ASCE),28,212.0,7.571428571428571,"1. Undrained Stability of Ring Foundations: Axisymmetry, Anisotropy, and Nonhomogeneity (34.0 cites)
2. Influence of the Spatial Variability of Soil Shear Strength on Deep Excavation: A Case Study of a Bangkok Underground MRT Station (31.0 cites)
3. Alkali-Activated Controlled Low-Strength Material Utilizing High-Calcium Fly Ash and Steel Slag for Use as Pavement Materials (29.0 cites)"
739,National Academy of Sciences,9,210.0,23.333333333333332,"1. Rainfall variations in central Indo-Pacific over the past 2,700 y (63.0 cites)
2. CAMSAP3 maintains neuronal polarity through regulation of microtubule stability (44.0 cites)
3. Australasian impact crater buried under the Bolaven volcanic field, Southern Laos (31.0 cites)"
149,Baishideng Publishing Group Co,22,206.0,9.363636363636363,"1. Acute kidney injury spectrum in patients with chronic liver disease: Where do we stand? (30.0 cites)
2. Adiponectin as a novel biomarker for liver fibrosis (22.0 cites)
3. Liver transplantation and atrial fibrillation: A meta-analysis (21.0 cites)"
939,Springer International Publishing,63,202.0,3.2063492063492065,"1. Stability of Retained Soils Behind Underground Walls with an Opening Using Lower Bound Limit Analysis and Second-Order Cone Programming (41.0 cites)
2. Effects of Thai traditional dance on balance performance in daily life among older women (16.0 cites)
3. Potential applications of graphene-based nanomaterials in biomedical, dental, and implant applications (13.0 cites)"
1001,Trans Tech Publications Ltd,116,199.0,1.7155172413793103,"1. Feasibility study of using basalt fibers as the reinforcement phase in fiber-cement products (13.0 cites)
2. Tuning of HDPE properties for 3D printing (11.0 cites)
3. Removal of Pb2+, Cu2+, Ni2+, Cd2+ from wastewater using fly ash based geopolymer as an adsorbent (11.0 cites)"
233,Chulalongkorn University,48,194.0,4.041666666666667,"1. Non-linear site response analysis of soil sites in northern Thailand during the Mw 6.8 tarlay Earthquake (32.0 cites)
2. The utilization of concrete residue with electric arc furnace slag in the production of geopolymer bricks (13.0 cites)
3. Electronic and ionic conductivities enhancement of zinc anode for flexible printed zinc-air battery (11.0 cites)"
160,Bentham Science Publishers B.V.,16,192.0,12.0,"1. Anxiety disorders: Sex differences in serotonin and tryptophan metabolism (57.0 cites)
2. A new schizophrenia model: Immune activation is associated with the induction of different neurotoxic products which together determine memory impairments and schizophrenia symptom dimensions (31.0 cites)
3. Recognizing the leaky gut as a trans-diagnostic target for neuro-immune disorders using clinical chemistry and molecular immunology assays (24.0 cites)"
725,Microbiology Society,54,187.0,3.462962962962963,"1. ICTV virus taxonomy profile: Nimaviridae (31.0 cites)
2. Micromonospora globbae sp. Nov., an endophytic actinomycete isolated from roots of globba winitii C. H. Wright (18.0 cites)
3. Streptomyces lichenis sp. nov., isolated from lichen (11.0 cites)"
595,Kassel University Press GmbH,12,185.0,15.416666666666666,"1. An exploration of factors influencing self-efficacy in online learning: A systematic review (46.0 cites)
2. Design and development of SECI and moodle online learning systems to enhance thinking and innovation skills for higher education learners (31.0 cites)
3. A learning process model to enhance digital literacy using critical inquiry through digital storytelling (CIDST) (27.0 cites)"
